form	lemma	POS
Jazen	jaire	PROPN
pren	prendre	VERB
tu	tu	PRON
de	de	ADP
fruto	fruch	NOUN
,	,	PUNCT
souno	sonar	VERB
tu	tu	PRON
la	lo	DET
flaüto	flaüta	NOUN
,	,	PUNCT
Porto	portar	VERB
li	el	PRON
tu	tu	PRON
de	de	ADP
mel	mèl	NOUN
Et	e	CCONJ
vous	vos	PRON
aus	autre	ADJ
fillos	filh	NOUN
un	un	DET
ramel	ramèl	NOUN
.	.	PUNCT
Coridon	Corindon	PROPN
.	.	PUNCT
Per	per	ADP
ço	çò	PRON
qu'	que	SCONJ
el	el	PRON
es	èsser	AUX
mestre	mèstre	NOUN
del	de+lo	ADP+DET
Cel	cèl	PROPN
Yeu	ieu	PRON
li	el	PRON
e	aver	AUX
destinat	destinar	VERB
un	un	DET
ausel	aucèl	NOUN
,	,	PUNCT
Et	e	CCONJ
ma	mon	DET
pastouro	pastor	NOUN
Li	el	PRON
tri'	triar	VERB
a-n	a	ADP
aquest'	aqueste	DET
houro	ora	NOUN
Demest	demèst	ADP
tout	tot	DET
le	lo	DET
troupel	tropèl	NOUN
Le	lo	DET
mé	mè	NOUN
qu'	qui	PRON
a	aver	VERB
la	lo	DET
plus	pus	ADV
belo	bèl	ADJ
pel	pèl	NOUN
.	.	PUNCT
Dalila	Dalilà	PROPN
.	.	PUNCT
Carguen	cargar	VERB
nous	nos	PRON
dounc	donc	ADV
ço	çò	PRON
de	de	ADP
plus	pus	ADV
bel	bèl	ADJ
E	e	CCONJ
bejan	véser	VERB
aquel	aquel	DET
Diu	Dieu	PROPN
noubel	novèl	ADJ
;	;	PUNCT
Ajats	aver	AUX
nous	nos	PRON
prestos	prèst	ADJ
Las	lo	DET
capos	capa	NOUN
de	de	ADP
las	lo	DET
festos	fèsta	NOUN
.	.	PUNCT
Le	lo	DET
gipou	gipon	NOUN
decoupat	decopar	VERB
,	,	PUNCT
E	e	CCONJ
las	lo	DET
grans	grand	ADJ
bragos	braga	NOUN
de	de	ADP
capat	capar	NOUN
.	.	PUNCT
Peyrot	Peiròt	PROPN
.	.	PUNCT
Bous	vos	PRON
aus	autre	ADJ
pastouros	pastor	NOUN
atabes	atanben	ADV
Prenets	prendre	VERB
bostres	vòstre	DET
plus	pus	ADV
belis	bèl	ADJ
bes	ben	NOUN
,	,	PUNCT
La	lo	DET
lounguo	long	ADJ
houleto	oleta	NOUN
E	e	CCONJ
la	lo	DET
raubo	rauba	NOUN
biuleto	violet	ADJ
Le	lo	DET
double	doble	ADJ
coutillou	cotilhon	NOUN
Et	e	CCONJ
tout	tot	DET
ço	çò	PRON
qu'	qui	PRON
abets	aver	VERB
de	de	ADP
millou	melhor	ADJ
.	.	PUNCT
Las	lo	DET
postouros	pastor	NOUN
.	.	PUNCT
Carguen	cargar	VERB
nous	nos	PRON
douncos	donc	ADV
ço	çò	PRON
de	de	ADP
bou	bon	ADJ
,	,	PUNCT
Co	çò	PRON
qu'	qui	PRON
es	èsser	AUX
labat	lavar	VERB
an	amb	ADP
de	de	ADP
sabou	sabon	NOUN
,	,	PUNCT
La	lo	DET
perno	perna	NOUN
primo	prim	ADJ
Le	lo	DET
cousatje	cossatge	NOUN
menimo	menim	ADJ
Les	lo	DET
anels	anèl	NOUN
à	a	ADP
las	lo	DET
mas	man	NOUN
Et	e	CCONJ
les	lo	DET
fins	fin	ADJ
margots	margòt	NOUN
de	de	ADP
daman	daman	NOUN
.	.	PUNCT
Joantet	Joantet	PROPN
.	.	PUNCT
Are	ara	ADV
que	que	SCONJ
touts	tot	PRON
en	èsser	AUX
pla	plan	ADV
troussats	trossar	VERB
,	,	PUNCT
Et	e	CCONJ
pla	plan	ADV
bestis	vestir	VERB
et	e	CCONJ
pla	plan	ADV
caussats	cauçar	VERB
,	,	PUNCT
Que	qui	PRON
pourtan	portar	VERB
biando	vianda	NOUN
Per	per	ADP
lin	el	PRON
fa	far	VERB
touts	tot	PRON
ouffrando	ofranda	NOUN
Courran	córrer	VERB
noun	nos	PRON
en	en	ADP
cantan	cantar	VERB
Dret	drech	ADV
le	lo	DET
Diu	Dieu	PROPN
que	qui	PRON
nous	nos	PRON
aymo	aimar	VERB
tant	tant	ADV
.	.	PUNCT
Hylas	Ilàs	PROPN
.	.	PUNCT
Moun	mon	DET
Diu	Dieu	PROPN
garats	garar	VERB
aci	aicí	ADV
ço	çò	PRON
que	qui	PRON
Yeu	ieu	PRON
bous	vos	PRON
porti	portar	VERB
de	de	ADP
moun	mon	DET
deque	dequé	NOUN
,	,	PUNCT
Prenets	prendre	VERB
de	de	ADP
fruto	fruch	NOUN
,	,	PUNCT
De	de	ADP
mel	mèl	NOUN
,	,	PUNCT
uno	un	DET
flaüto	flaüta	NOUN
,	,	PUNCT
Un	un	DET
aignel	anhèl	NOUN
que	qui	PRON
Peyrot	Peiròt	PROPN
M'	ieu	PRON
a	aver	VERB
mes	metre	VERB
dedins	dedins	ADP
le	lo	DET
capirot	capiròt	NOUN
.	.	PUNCT
Coridon	Corindon	PROPN
.	.	PUNCT
E	e	CCONJ
yeu	ieu	PRON
miserable	miserable	ADJ
bailet	vailet	NOUN
Bous	vos	PRON
avio	aver	AUX
pres	prendre	VERB
un	un	DET
auzelet	aucelet	NOUN
,	,	PUNCT
Que	qui	PRON
per	per	ADP
rancountre	rencontre	NOUN
Coum'	coma	SCONJ
eri	èsser	VERB
aci	aicí	ADV
de	de	ADP
countre	contra	ADP
Le	lo	DET
n'	en	PRON
e	aver	VERB
laissat	laissar	VERB
ana	anar	VERB
sul	sus+lo	ADP+DET
pun	ponch	NOUN
qu'	qui	PRON
el	el	PRON
bous	vos	PRON
boulio	voler	VERB
douna	donar	VERB
.	.	PUNCT
Las	lo	DET
Pastoures	pastor	NOUN
.	.	PUNCT
Toustou	toston	PROPN
prenets	prendre	VERB
tabe	tanben	ADV
de	de	ADP
nous	nos	PRON
Aqueste	aqueste	DET
paigner	panièr	NOUN
et	e	CCONJ
de	de	ADP
flous	flor	NOUN
Espres	exprès	ADV
triades	triar	VERB
Per	per	ADP
ço	çò	PRON
que	que	SCONJ
soun	èsser	AUX
muscades	muscada	NOUN
E	e	CCONJ
que	qui	PRON
nou	non	ADV
sentats	sentir	VERB
pas	pas	ADV
.	.	PUNCT
L'	lo	DET
infecciu	infeccion	NOUN
d'	de	ADP
aqueste	aqueste	DET
pailhas	palhàs	NOUN
.	.	PUNCT
Dalila	Dalilà	PROPN
.	.	PUNCT
Toque	tocar	VERB
,	,	PUNCT
toque	tocar	VERB
le	lo	DET
tambouri	tamborin	NOUN
,	,	PUNCT
Re	res	PRON
nou	non	ADV
nous	nos	PRON
pot	poder	VERB
plus	pus	ADV
espauri	espaurir	VERB
,	,	PUNCT
Aro	ara	ADV
ben	ben	ADV
brabes	brave	ADJ
,	,	PUNCT
Pesque	puèi+que	SCONJ
n'	non	ADV
en	èsser	AUX
plus	pus	ADV
esclabes	esclave	NOUN
,	,	PUNCT
Dansen	dançar	VERB
et	e	CCONJ
fascan	far	VERB
sauts	saut	NOUN
Aro	ara	ADV
que	que	SCONJ
n'	non	ADV
aben	aver	VERB
plus	pus	ADV
d'	de	ADP
assauts	assaut	NOUN
.	.	PUNCT
N61-6		
AUTRE	autre	PRON
,	,	PUNCT
sur	sus	ADP
l'	lo	DET
ayre	aire	NOUN
,	,	PUNCT
sur	@french	FM
le	@french	FM
bord	bòrd	NOUN
de	de	ADP
la	@french	FM
seine	@french	FM
rencountri	rencontrar	VERB
Marion	Marion	PROPN
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Fuch	fugir	VERB
t'	tu	PRON
en	en	PRON
paire	paire	NOUN
del	de+lo	ADP+DET
crime	crime	NOUN
Toutis	tot	PRON
te	tu	PRON
fan	far	VERB
mouna	monar	VERB
,	,	PUNCT
Bai	anar	VERB
t'	tu	PRON
en	en	PRON
dedins	dedins	ADP
l'	lo	DET
abisme	abisme	NOUN
Tu	tu	PRON
memo	mèma	ADV
encadena	encadenar	VERB
:	:	PUNCT
Pren	prendre	VERB
aro	ara	ADV
un'	un	DET
autre	autre	ADJ
boyo	via	NOUN
,	,	PUNCT
L'	lo	DET
home	òme	NOUN
n'	non	ADV
es	èsser	AUX
plus	pus	ADV
ta	ton	DET
proyo	pròia	NOUN
,	,	PUNCT
Pes	puèi	ADV
qu'	que	SCONJ
un	un	DET
petit	petit	ADJ
Efan	enfant	NOUN
Te	tu	PRON
veinc	véncer	VERB
en	en	ADP
se	el	PRON
trufan	trufar	VERB
.	.	PUNCT
Uno	un	DET
fenno	femna	NOUN
enbentado	enventar	VERB
Fec	far	VERB
nostro	nòstre	DET
perditiu	perdicion	NOUN
:	:	PUNCT
Uno	un	DET
filho	filh	NOUN
arrestado	arrestar	VERB
Fa	far	VERB
nostro	nòstre	DET
Redemptiu	redempcion	NOUN
:	:	PUNCT
Un	un	DET
home	òme	NOUN
de	de	ADP
boun	bon	ADJ
atje	atge	NOUN
Causec	causar	VERB
nostre	nòstre	DET
doumatje	domatge	NOUN
,	,	PUNCT
Un	un	DET
Efan	enfant	NOUN
d'	de	ADP
uno	un	DET
neit	nuèch	NOUN
Ben	venir	VERB
fa	far	VERB
nostre	nòstre	DET
proufieit	profièch	NOUN
.	.	PUNCT
Uno	un	DET
fenno	femna	NOUN
enjaurido	enjaurir	VERB
Per	per	ADP
fa	far	VERB
mouri	morir	VERB
le	lo	DET
gauch	gaug	NOUN
,	,	PUNCT
Fec	far	VERB
fa	far	VERB
de	de	ADP
la	lo	DET
partido	partir	VERB
Un	un	DET
home	òme	NOUN
tabe	tanben	ADV
bauch	baug	ADJ
;	;	PUNCT
Per	per	ADP
fa	far	VERB
naisse	nàisser	VERB
nostr'	nòstre	DET
aise	aise	NOUN
,	,	PUNCT
E	e	CCONJ
que	que	SCONJ
le	lo	DET
Cel	cèl	PROPN
s'	el	PRON
apaise	apaisar	VERB
Un	un	DET
Diu	Dieu	PROPN
fa	far	VERB
fa	far	VERB
Jazen	jaire	VERB
Uno	un	DET
filho	filh	NOUN
de	de	ADP
sen	sens	NOUN
.	.	PUNCT
Nostro	nòstre	DET
mort	mòrt	NOUN
es	èsser	AUX
estado	èsser	AUX
Dins	dins	ADP
un	un	DET
loc	luòc	NOUN
de	de	ADP
clartat	clartat	NOUN
:	:	PUNCT
La	lo	DET
bido	vida	NOUN
s’	el	PRON
es	èsser	AUX
troubado	trobar	VERB
Dedins	dedins	ADP
l'	lo	DET
oubscuritat	obscuritat	NOUN
Un	un	DET
albre	arbre	NOUN
fec	far	VERB
coupable	copable	ADJ
Qui	qui	PRON
nous	nos	PRON
dounec	donar	VERB
al	a+lo	ADP+DET
Diable	Diable	PROPN
:	:	PUNCT
Diu	Dieu	PROPN
nous	nos	PRON
ben	venir	VERB
purga	purgar	VERB
touts	tot	PRON
su	sus	ADP
l'	lo	DET
albre	arbre	NOUN
de	de	ADP
la	lo	DET
Crouts	crotz	NOUN
.	.	PUNCT
Dous	29	PRON
soulis	sol	ADJ
nous	nos	PRON
perdeguen	perdre	VERB
,	,	PUNCT
Dous	30	PRON
nous	nos	PRON
benen	venir	VERB
salba	salvar	VERB
,	,	PUNCT
Dous	31	PRON
soulis	sol	ADJ
nous	nos	PRON
bendeguen	vendre	VERB
Dous	32	PRON
benen	venir	VERB
recrouba	recobrar	VERB
;	;	PUNCT
La	lo	DET
serp	sèrp	NOUN
embloüis	embalausir	VERB
Ebo	Èva	PROPN
Per	per	ADP
fa	far	VERB
roumpre	rompre	VERB
la	lo	DET
trebo	trèva	NOUN
;	;	PUNCT
Diu	Dieu	PROPN
que	qui	PRON
bei	véser	VERB
qu'	que	SCONJ
en	èsser	AUX
troumpats	trompar	VERB
Pren	prendre	VERB
Mario	Maria	PROPN
per	per	ADP
fa	far	VERB
pats	patz	NOUN
.	.	PUNCT
Aro	ara	ADV
qu'	que	SCONJ
es	el	PRON
fers	fèrre	NOUN
soun	èsser	AUX
routis	rostir	VERB
,	,	PUNCT
Aro	ara	ADV
qu'	que	SCONJ
en	èsser	AUX
d'	de	ADP
estacats	estacar	VERB
,	,	PUNCT
E	e	CCONJ
que	que	SCONJ
nous	nos	PRON
trouban	trobar	VERB
toutis	tot	PRON
Laugeris	lèuger	ADJ
de	de	ADP
pecats	pecar	NOUN
,	,	PUNCT
Fascan	far	VERB
sauts	saut	NOUN
et	e	CCONJ
cambados	cambada	NOUN
,	,	PUNCT
Bales	balet	NOUN
et	e	CCONJ
pefounados	pefonar	NOUN
,	,	PUNCT
Pesque	puèi+que	SCONJ
dan	amb	ADP
nostris	nòstre	DET
fers	fèrre	NOUN
se	el	PRON
tancon	tancar	VERB
les	lo	DET
Ifers	infèrn	PROPN
.	.	PUNCT
Dastro-N1		
Lou	lo	DET
prumé	prumièr	ADJ
Nouél	noèl	NOUN
es	èsser	VERB
sur	sus	ADP
l'	lo	DET
ayre	aire	NOUN
,	,	PUNCT
Noël	noèl	NOUN
pour	@french	FM
l'	@french	FM
amour	amor	NOUN
de	de	ADP
Marie	@french	FM
,	,	PUNCT
etc	etc	X
.	.	PUNCT
NAdau	nadal	NOUN
per	per	ADP
amo	amor	NOUN
de	de	ADP
Marío	Maria	PROPN
Cantem	cantar	VERB
,	,	PUNCT
Pastous	pastor	NOUN
,	,	PUNCT
joüyousoment	joiosament	ADV
;	;	PUNCT
Puch	puèi	ADV
que	que	SCONJ
ses	sens	ADP
aoüe	aver	AUX
pres	prendre	VERB
parío	paria	NOUN
s’	el	PRON
es	èsser	AUX
ajagudo	ajaire	VERB
urousoment	urosament	ADV
.	.	PUNCT
Jousép	Josèp	PROPN
é	e	CCONJ
la	lo	DET
Bérges	verge	PROPN
Mario	Maria	PROPN
Arribon	arribar	VERB
en	en	ADP
Bethlén	Betleèm	PROPN
fort	fòrt	ADV
tard	tard	ADV
:	:	PUNCT
Ets	el	PRON
nou	non	ADV
trobon	trobar	VERB
oustalarío	ostalariá	NOUN
Ni	ni	CCONJ
lotjoment	lotjament	NOUN
en	en	ADP
nado	nat	DET
part	part	NOUN
:	:	PUNCT
Aquero	aquel	DET
ingrato	ingrat	ADJ
poupulasso	populassa	NOUN
Nou'	non	ADV
s	el	PRON
bo	voler	VERB
bese	véser	VERB
ni	ni	CCONJ
més	mai	ADV
augi	ausir	VERB
:	:	PUNCT
Tout	tot	DET
lou	lo	DET
moun	monde	NOUN
lous	el	PRON
crido	cridar	VERB
é	e	CCONJ
lous	el	PRON
casso	caçar	VERB
,	,	PUNCT
E	e	CCONJ
ets	el	PRON
an	aver	VERB
gran	grand	ADJ
gay	gai	NOUN
de	de	ADP
hugi	fugir	VERB
.	.	PUNCT
Nadau	nadal	NOUN
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Atau	aital	ADV
horobiats	foraviar	VERB
de	de	ADP
retréyto	retrèita	NOUN
La	lo	DET
Berges	verge	PROPN
sent	sentir	VERB
l'	lo	DET
ouro	ora	NOUN
approucha	aprochar	VERB
,	,	PUNCT
Que	qui	PRON
sa	son	DET
naoüeo	novèla	NOUN
s'	el	PRON
en	en	PRON
ba	anar	VERB
héyto	far	VERB
É	e	CCONJ
qu'	que	SCONJ
ero	el	PRON
se	el	PRON
diou	dever	VERB
acoucha	acochar	VERB
:	:	PUNCT
Ero	el	PRON
se	el	PRON
bey	véser	VERB
à	a	ADP
la	lo	DET
carréro	carrièra	NOUN
,	,	PUNCT
Quing	quin	DET
diou	dever	VERB
esta	estar	VERB
soun	son	DET
creboco	crèva-còr	NOUN
!	!	PUNCT
Més	mas	CCONJ
counsoulado	consolar	VERB
ero	el	PRON
b'	ben	ADV
espéro	esperara	VERB
Que	que	SCONJ
Diou	Dieu	PROPN
perbesira'	pervesir	VERB
n	en	PRON
aquo	aquò	PRON
.	.	PUNCT
Nadau	nadal	NOUN
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Jousep	Josèp	PROPN
que	qui	PRON
cerco	cercar	VERB
é	e	CCONJ
qu'	qui	PRON
arrecérco	cercar	VERB
Tout	tot	ADV
eybaït	esbaïr	VERB
de	de	ADP
touts	tot	PRON
estrems	estrem	NOUN
,	,	PUNCT
Enfin	enfin	ADV
de	de	ADP
bét	bèl	ADJ
loing	luènh	ADV
arremérquo	remarcar	VERB
Quauques	qualque	DET
parets	paret	NOUN
é	e	CCONJ
quauques	qualque	DET
pens	pan	NOUN
,	,	PUNCT
Horo	fòra	ADV
de	de	ADP
la	lo	DET
bilo	vila	NOUN
é	e	CCONJ
deou	de+lo	ADP+DET
barri	barri	NOUN
Un	un	DET
loc	luòc	NOUN
miserable	miserable	ADJ
é	e	CCONJ
caytiou	caitiu	ADJ
;	;	PUNCT
Et	el	PRON
toco	tocar	VERB
soun	son	DET
buu	buòu	NOUN
é	e	CCONJ
soun	son	DET
harri	harri	NOUN
,	,	PUNCT
É	e	CCONJ
mio	mieu	ADJ
la	lo	DET
Bérges	verge	PROPN
aquiou	aquí	ADV
.	.	PUNCT
Nadau	nadal	NOUN
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Establats	establar	VERB
en	en	ADP
aquero	aquel	DET
granjo	granja	NOUN
(	(	PUNCT
La	lo	DET
bertat	vertat	NOUN
nous	nos	PRON
hé	eh	INTJ
parl'	parlar	VERB
atau	aital	ADV
)	)	PUNCT
Puch	puèi	ADV
que	que	SCONJ
Jesus	Jèsus	PROPN
(	(	PUNCT
ô	ò	INTJ
causo	causa	NOUN
estranjo	estrange	ADJ
!	!	PUNCT
)	)	PUNCT
N'	non	ADV
a	aver	AUX
pas	pas	ADV
troubat	trobar	VERB
un	un	DET
mos	mòs	NOUN
d'	de	ADP
oustau	ostal	NOUN
:	:	PUNCT
La	lo	DET
Bérges	verge	PROPN
que	qui	PRON
senté	sentir	VERB
soun	son	DET
ouro	ora	NOUN
,	,	PUNCT
Ba	anar	VERB
dise	dire	VERB
d'	de	ADP
y	i	PRON
amourouso	amorós	ADJ
bux	votz	NOUN
,	,	PUNCT
A	a	ADP
Jousép	Josèp	PROPN
que	qui	PRON
de	de	ADP
regrét	regrèt	NOUN
plouro	plorar	VERB
,	,	PUNCT
Que	que	SCONJ
l'	el	PRON
ane	anar	VERB
cerca'	cercar	VERB
n	en	PRON
pauc	pauc	ADV
de	de	ADP
lux	lutz	NOUN
,	,	PUNCT
Nadau	nadal	NOUN
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Jousép	Josèp	PROPN
nou	non	ADV
houronc	èsser	AUX
pas	pas	ADV
dehoro	defòra	ADV
Qe	que	SCONJ
béla	veilà	VERB
lou	lo	DET
miratgle	miratge	NOUN
héyt	far	VERB
,	,	PUNCT
La	lo	DET
Bérges	verge	PROPN
ses	sens	ADP
auto	autre	ADJ
demoro	demòra	NOUN
,	,	PUNCT
Ehantéc	enfantar	VERB
sur	sus	ADP
la	lo	DET
miéjo	mièg	ADJ
neyt	nuèch	NOUN
:	:	PUNCT
Tournats	tornar	VERB
,	,	PUNCT
Jousép	Josèp	PROPN
,	,	PUNCT
tournats	tornar	VERB
,	,	PUNCT
bou'	vos	PRON
n	en	PRON
biste	vite	ADV
,	,	PUNCT
Be	ben	ADV
que	que	SCONJ
n'	non	ADV
ajats	aver	AUX
lux	lutz	NOUN
maleoüat	manlevar	VERB
;	;	PUNCT
Per	per	ADP
aquô	aquò	PRON
nou	non	ADV
siats	èsser	AUX
pas	pas	ADV
més	mai	ADV
triste	triste	ADJ
,	,	PUNCT
Goüarats	garar	VERB
lou	lo	DET
soureil	solelh	NOUN
qu'	qui	PRON
es	èsser	AUX
leoüat	levar	VERB
,	,	PUNCT
Nadau	nadal	NOUN
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Quan	quand	SCONJ
Jousép	Josèp	PROPN
tournéc	tornar	VERB
de	de	ADP
la	lo	DET
quisto	quista	NOUN
Deou	de+lo	ADP+DET
hoüec	fuòc	NOUN
,	,	PUNCT
trobo	trobar	VERB
l'	lo	DET
Ehan	enfant	NOUN
bazut	vàder	VERB
,	,	PUNCT
Qu'	qui	PRON
arregausich	regaudir	VERB
soun	son	DET
armo	arma	NOUN
tristo	triste	ADJ
,	,	PUNCT
Més	mas	CCONJ
qu'	que	SCONJ
et	el	PRON
n'	non	ADV
auré	aver	VERB
jamés	jamai	ADV
cresut	créser	VERB
:	:	PUNCT
La	lo	DET
may	maire	NOUN
é	e	CCONJ
et	el	PRON
besen	véser	VERB
sa	son	DET
gracio	gràcia	NOUN
,	,	PUNCT
Nou	non	ADV
poudoun	poder	VERB
prou	pro	ADV
s'	el	PRON
assadoura	assadorar	VERB
De	de	ADP
remira	remirar	VERB
sa	son	DET
béro	bèl	ADJ
facio	fàcia	NOUN
,	,	PUNCT
Ni	ni	CCONJ
touts	tot	PRON
rabits	ravir	VERB
,	,	PUNCT
de	de	ADP
l'	el	PRON
adoura	adorar	VERB
.	.	PUNCT
Nadau	nadal	NOUN
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Lous	lo	DET
praubes	paure	ADJ
soun	èsser	AUX
de	de	ADP
tout	tot	ADV
eychinges	eishinge	NOUN
Ets	el	PRON
n'	non	ADV
an	aver	VERB
arre	res	PRON
de	de	ADP
so	çò	PRON
quan	quand	SCONJ
op	òb	VERB
,	,	PUNCT
Ets	el	PRON
n'	non	ADV
an	aver	VERB
ni	ni	CCONJ
cugnéro	cunhèra	NOUN
,	,	PUNCT
ni	ni	CCONJ
linges	linge	NOUN
,	,	PUNCT
Nat	nat	DET
panét	panèth	NOUN
,	,	PUNCT
ni	ni	CCONJ
nat	nat	DET
emboulop	envolopa	NOUN
:	:	PUNCT
Ets	el	PRON
lou	lo	DET
bouton	botar	VERB
en	en	ADP
la	lo	DET
grepio	grépia	NOUN
,	,	PUNCT
En	en	ADP
cauque	calque	DET
houloupet	olopet	NOUN
de	de	ADP
hen	fen	NOUN
:	:	PUNCT
Lou	lo	DET
bou	buòu	NOUN
que	qui	PRON
dab	amb	ADP
pietat	pietat	NOUN
l'	el	PRON
espio	espiar	VERB
,	,	PUNCT
L'	el	PRON
adoro	admirar	VERB
,	,	PUNCT
é	e	CCONJ
més	mai	ADV
l'	lo	DET
Azou	ase	NOUN
taben	tanben	ADV
.	.	PUNCT
Nadau	nadal	NOUN
etc	etc	X
.	.	PUNCT
Praubet	paure	ADJ
,	,	PUNCT
tu	tu	PRON
que	qui	PRON
passos	passar	VERB
necéro	necèra	NOUN
,	,	PUNCT
De	de	ADP
tantos	tant	ADJ
causos	causa	NOUN
d'	de	ADP
aci	aicí	ADV
bas	bas	ADV
,	,	PUNCT
Que	qui	PRON
n'	non	ADV
as	aver	VERB
arco	arca	NOUN
-	-	PUNCT
liéyt	lièch	NOUN
ni	ni	CCONJ
capséro	capsèra	NOUN
,	,	PUNCT
Nou	non	ADV
t'	tu	PRON
en	en	PRON
marrimenteges	marrimentejar	VERB
pas	pas	ADV
;	;	PUNCT
Brembo	brembar	VERB
⋅t	tu	PRON
de	de	ADP
la	lo	DET
Bérges	verge	PROPN
Mario	Maria	PROPN
,	,	PUNCT
Que	qui	PRON
n'	non	ADV
a	aver	VERB
mos	mòs	NOUN
de	de	ADP
loutgis	lotgís	NOUN
troubat	trobar	VERB
,	,	PUNCT
Qu'	qui	PRON
aloutjat	alotjar	VERB
en	en	ADP
üo	un	DET
stablario	establará	NOUN
Oun	ont	PRON
tourraoüo	torrar	VERB
de	de	ADP
Dious	Dieu	PROPN
en	en	ADP
bat	bat	NOUN
.	.	PUNCT
Nadau	nadal	NOUN
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Aro	ara	ADV
preguem	pregar	VERB
de	de	ADP
cor	còr	NOUN
é	e	CCONJ
d'	de	ADP
armo	arma	NOUN
,	,	PUNCT
Aquet	aquel	DET
Hilhet	filh	PROPN
é	e	CCONJ
més	mai	ADV
la	lo	DET
May	maire	NOUN
Que	que	SCONJ
passem	passar	VERB
Nadau	nadal	NOUN
ses	sens	ADP
alarmo	alarma	NOUN
,	,	PUNCT
É	e	CCONJ
tout	tot	DET
l'	lo	DET
an	an	NOUN
dap	amb	ADP
salut	salut	NOUN
é	e	CCONJ
gay	gai	NOUN
;	;	PUNCT
Que	que	SCONJ
nado	nat	DET
tempésto	tempèsta	NOUN
ni	ni	CCONJ
guérro	guèrra	NOUN
,	,	PUNCT
Nou	non	ADV
rabatje	ravatjar	VERB
camp	camp	NOUN
ni	ni	CCONJ
maysoun	maison	NOUN
,	,	PUNCT
Que	que	SCONJ
nous	nos	PRON
doungo	donar	VERB
la	lo	DET
pax	patz	NOUN
en	en	ADP
térro	tèrra	NOUN
,	,	PUNCT
É	e	CCONJ
Parardis	paradís	PROPN
en	en	ADP
l'	lo	DET
aute	autre	ADJ
moun	monde	NOUN
.	.	PUNCT
Nadau	nadal	NOUN
etc	etc	X
.	.	PUNCT
Dastros-N2		
Aute	autre	PRON
sur	sus	ADP
l'	lo	DET
ayre	aire	NOUN
,	,	PUNCT
Une	@french	FM
jeune	@french	FM
pucelle	@french	FM
,	,	PUNCT
etc	etc	X
.	.	PUNCT
A	a	ADP
la	lo	DET
Bérge	verge	PROPN
Marío	Maria	PROPN
l'	lo	DET
Anjou	àngel	NOUN
Gabriéou	Gabrièl	PROPN
,	,	PUNCT
Héc	far	VERB
yo	un	DET
messatjarío	messatjaria	NOUN
,	,	PUNCT
Mandat	mandar	VERB
deou	de+lo	ADP+DET
Ceou	cèl	PROPN
;	;	PUNCT
Quan	quand	SCONJ
et	el	PRON
la	el	PRON
bic	véser	VERB
,	,	PUNCT
Et	el	PRON
hounouréc	onorar	VERB
sa	son	DET
faciô	fàcia	NOUN
.	.	PUNCT
De	de	ADP
qui	qui	PRON
audouso	audós	ADJ
l’	lo	DET
graciô	gràcia	NOUN
,	,	PUNCT
E	e	CCONJ
soun	son	DET
oüeil	uèlh	NOUN
lou	el	PRON
rabic	ravir	VERB
.	.	PUNCT
Diou	Dieu	PROPN
gard	gardar	VERB
la	lo	DET
béro	bèl	ADJ
Nimfo	nimfa	NOUN
,	,	PUNCT
Deou	de+lo	ADP+DET
moun	monde	NOUN
l'	lo	DET
aunou	onor	NOUN
,	,	PUNCT
De	de	ADP
qui	qui	PRON
la	lo	DET
berou	beror	NOUN
trimfo	triomfar	VERB
,	,	PUNCT
De	de	ADP
moun	mon	DET
Seignou	senhor	PROPN
,	,	PUNCT
De	de	ADP
sas	son	DET
fabous	fabor	NOUN
Tout	tot	DET
lou	lo	DET
Ceou	cèl	PROPN
bous	vos	PRON
estreo	estrenar	VERB
;	;	PUNCT
De	de	ADP
graciô	gràcia	NOUN
bous	vos	PRON
éts	èsser	AUX
pleo	plen	ADJ
,	,	PUNCT
Noste	nòstre	DET
-	-	PUNCT
seigne	sénher	PROPN
es	èsser	AUX
dab	amb	ADP
bous	vos	PRON
.	.	PUNCT
La	lo	DET
Bérges	verge	PROPN
s'	el	PRON
espaoüento	espaventar	VERB
D'	de	ADP
et	el	PRON
tout	tot	ADV
soulet	solet	ADJ
:	:	PUNCT
Mario	Maria	PROPN
,	,	PUNCT
n'	non	ADV
ajats	aver	VERB
crento	crenta	NOUN
Dits	dire	VERB
l'	lo	DET
Anjoulet	angelet	NOUN
,	,	PUNCT
Diou	Dieu	PROPN
de	de	ADP
lassus	lai+sus	ADV
Soulo	sol	ADJ
bous	vos	PRON
a	aver	AUX
causido	causir	VERB
,	,	PUNCT
O	ò	INTJ
Bérges	verge	PROPN
benasido	benasir	VERB
,	,	PUNCT
Per	per	ADP
la	lo	DET
may	maire	NOUN
de	de	ADP
JESUS	Jèsus	PROPN
.	.	PUNCT
Anjou	àngel	NOUN
,	,	PUNCT
coum	coma	ADV
pot	poder	VERB
et	el	PRON
este	èsser	AUX
Que	que	SCONJ
jou	ieu	PRON
siô	èsser	AUX
may	maire	NOUN
